ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,X,Y,VICTIMA,ACUSADO
2016-0020,1,2016-02-17,2016,2,17,16:00:00,16.0,SUIPACHA 156,CALLE,1,-58.37952223,-34.60653282,PEATON,AUTO
2016-0021,1,2016-02-17,2016,2,17,23:35:00,23.0,AV DIRECTORIO Y CURAPALIGUE,AVENIDA,7,-58.45157703,-34.63063795,AUTO,AUTO
2016-0022,1,2016-02-21,2016,2,21,06:00:00,6.0,AV 9 DE JULIO Y ADOLFO ALSINA,AVENIDA,1,-58.38144696,-34.61079875,MOTO,AUTO
2016-0025,1,2016-02-28,2016,2,28,04:50:00,4.0,AV GRAL PAZ Y AV 27 DE FEBRERO,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO,AUTO
2016-0026,1,2016-02-28,2016,2,28,07:30:00,7.0,HOLMBERG Y VEDIA,CALLE,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO
2016-0027,1,2016-02-28,2016,2,28,09:35:00,9.0,CURAPALIGUE Y AVELINO DIAZ,AVENIDA,7,-58.44497874,-34.63852623,AUTO,AUTO
2016-0028,1,2016-03-02,2016,3,2,10:00:00,10.0,VIAMONTE Y AV 9 DE JULIO,AVENIDA,1,-58.38199706,-34.60028648,PEATON,CARGAS
2016-0029,1,2016-03-04,2016,3,4,17:30:00,17.0,AV CABILDO Y DEHEZA,AVENIDA,12,-58.47378664,-34.54153077,PEATON,PASAJEROS
2016-0031,1,2016-03-08,2016,3,8,12:30:00,12.0,AV GRAL PAZ Y AV CNEL ROCA,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO,PASAJEROS
2016-0034,1,2016-03-12,2016,3,12,12:30:00,12.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,-58.40623949,-34.65076549,PEATON,PASAJEROS
2016-0035,1,2016-03-13,2016,3,13,06:00:00,6.0,AV CORRIENTES Y AV CALLAO,AVENIDA,3,-58.39228965,-34.60443527,MOTO,PASAJEROS
2016-0036,1,2016-03-14,2016,3,14,00:15:00,0.0,HERRERA Y ARISTOBULO DEL VALLE,CALLE,4,-58.37813396,-34.63668504,MOTO,PASAJEROS
2016-0037,1,2016-03-19,2016,3,19,11:00:00,11.0,AV. EVA PERON Y QUIRNO,AVENIDA,7,-58.46275892,-34.64358293,MOTO,MOTO
2016-0038,1,2016-03-21,2016,3,21,08:06:00,8.0,AV GRAL PAZ COLECTORA Y ZUVIRIA,GRAL PAZ,8,-58.49683458,-34.67892743,PEATON,PASAJEROS
2016-0039,1,2016-03-23,2016,3,23,01:50:00,1.0,BARTOLOME MITRE Y AV PUEYRREDON,AVENIDA,3,-58.40603217,-34.6088396,MOTO,PASAJEROS
2016-0041,2,2016-03-29,2016,3,29,11:00:00,11.0,AV DIRECTORIO Y RIVERA INDARTE,AVENIDA,7,-58.4607655,-34.63350444,MOTO,CARGAS
2016-0043,1,2016-03-30,2016,3,30,18:15:00,18.0,DELLEPIANE LUIS TTE GRAL COLECTORA Y MURGUIONDO,AVENIDA,8,-58.47832463,-34.67494416,PEATON,CARGAS
2016-0044,1,2016-03-31,2016,3,31,19:40:00,19.0,AV JOSE MARIA MORENO Y BALBASTRO,AVENIDA,7,-58.43213235,-34.63693953,MOTO,MULTIPLE
2016-0045,1,2016-04-11,2016,4,11,10:25:00,10.0,AV GRAL PAZ Y AV DEL LIBERTADOR,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,
2016-0047,1,2016-04-15,2016,4,15,05:30:00,5.0,LIMA 1483,CALLE,1,-58.38247061,-34.62571878,PEATON,PASAJEROS
2016-0048,1,2016-04-15,2016,4,15,17:40:00,17.0,AV. CORRIENTES Y AV. DORREGO,AVENIDA,15,-58.44759966,-34.5917024,PEATON,PASAJEROS
2016-0049,1,2016-04-17,2016,4,17,00:00:00,0.0,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700",AUTOPISTA,4,-58.37714647568196,-34.63657525428238,,
2016-0050,1,2016-04-19,2016,4,19,09:50:00,9.0,TIMOTEO GORDILLO Y AV FERNANDEZ DE LA CRUZ,AVENIDA,8,-58.47305463,-34.68550712,PEATON,PASAJEROS
2016-0051,1,2016-04-20,2016,4,20,04:00:00,4.0,AV AMANCIO ALCORTA Y BONAVENA,AVENIDA,4,-58.40623949,-34.65076549,MOTO,CARGAS
2016-0052,1,2016-04-20,2016,4,20,20:00:00,20.0,AUTOPISTA LUGONES PK 10000,AUTOPISTA,13,,,MOTO,
2016-0053,1,2016-04-22,2016,4,22,09:30:00,9.0,AV TRIUNVIRATO Y AV OLAZABAL,AVENIDA,12,-58.4842918,-34.57558053,PEATON,PASAJEROS
2016-0054,1,2016-04-23,2016,4,23,21:00:00,21.0,AU LUIS DELLEPIANE Y AV GRAL PAZ,AUTOPISTA,8,-58.48695354,-34.68795245,MOTO,MOTO
2016-0055,1,2016-04-25,2016,4,25,20:30:00,20.0,RAMON CASTILLA Y AV FIGUEROA ALCORTA,AVENIDA,14,-58.40021959,-34.57964781,PEATON,CARGAS
2016-0056,1,2016-04-26,2016,4,26,04:45:00,4.0,AV LUIS MARIA CAMPOS 30,AVENIDA,14,-58.42957885,-34.57660058,MOTO,OBJETO FIJO
2016-0058,1,2016-05-04,2016,5,4,14:00:00,14.0,LIMA 1471,CALLE,1,-58.38247542,-34.62556293,PEATON,MOTO
2016-0059,1,2016-05-08,2016,5,8,16:30:00,16.0,PASAJE CIUDADELA Y LIMA OESTE,CALLE,1,-58.38222219,-34.62728101,PEATON,PASAJEROS
2016-0064,1,2016-05-14,2016,5,14,18:11:00,18.0,AV JUAN B JUSTO Y AV CARRASCO,AVENIDA,10,-58.49485242,-34.62953445,PEATON,PASAJEROS
2016-0065,1,2016-05-20,2016,5,20,14:40:00,14.0,AV GAONA Y ESPINOSA,AVENIDA,6,-58.45227946,-34.61068024,PEATON,AUTO
2016-0067,1,2016-05-21,2016,5,21,17:00:00,17.0,AV LISANDRO DE LA TORRE Y SARAZA,AVENIDA,8,-58.48455411,-34.6751276,MOTO,PASAJEROS
2016-0068,1,2016-05-22,2016,5,22,22:00:00,22.0,AV FIGUEROA ALCORTA Y AV PUEYRREDON,AVENIDA,2,-58.39056593,-34.58418569,MOTO,PASAJEROS
2016-0069,1,2016-05-23,2016,5,23,03:30:00,3.0,AV ENTRE RIOS Y PASAJE FILIBERTO,AVENIDA,3,-58.39118948,-34.62704273,AUTO,CARGAS
2016-0073,1,2016-06-11,2016,6,11,15:00:00,15.0,MAGARIÑOS CERVANTES 3900,CALLE,10,-58.49021952,-34.62025108,MOTO,CARGAS
2016-0074,1,2016-06-12,2016,6,12,06:40:00,6.0,AV GRAL PAZ Y RODOLFO SCAPINO,GRAL PAZ,8,-58.49896559,-34.67732118,AUTO,AUTO
2016-0075,1,2016-06-12,2016,6,12,23:13:00,23.0,AUTOPISTA DELLEPIANE LUIS TTE GRAL Y MIRALLA,AUTOPISTA,8,-58.47461076,-34.66874679,PEATON,AUTO
2016-0076,1,2016-06-13,2016,6,13,16:20:00,16.0,AV SAN MARTIN Y CAMARONES,AVENIDA,15,-58.46210891,-34.60356211,PEATON,PASAJEROS
2016-0077,1,2016-06-13,2016,6,13,21:52:00,21.0,TTEG JUAN D PERON Y AVDA LEANDRO N ALEM,AVENIDA,1,-58.3702777,-34.60536123,PEATON,PASAJEROS
2016-0078,1,2016-06-13,2016,6,13,23:01:00,23.0,AV BELGRANO Y AV JUJUY,AVENIDA,3,-58.40491455,-34.6146383,MOTO,MOTO
2016-0079,1,2016-06-16,2016,6,16,17:13:00,17.0,AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO,AVENIDA,13,-58.45504154,-34.54864492,AUTO,AUTO
2016-0080,1,2016-06-18,2016,6,18,06:42:00,6.0,AV GRAL PAZ Y AV RIVADAVIA,GRAL PAZ,9,-58.52927982,-34.63931752,AUTO,
2016-0081,1,2016-06-22,2016,6,22,07:42:00,7.0,AV CRISOLOGO LARRALDE Y MACHAIN,AVENIDA,12,-58.4872106,-34.55904606,MOTO,AUTO
2016-0082,1,2016-06-27,2016,6,27,18:24:00,18.0,AV LA PLATA 2384,AVENIDA,4,-58.42273092,-34.64228803,PEATON,AUTO
2016-0083,1,2016-06-28,2016,6,28,20:46:00,20.0,AV JUAN B ALBERDI Y PUAN,AVENIDA,6,-58.44788671,-34.62539009,PEATON,MOTO
2016-0084,1,2016-06-29,2016,6,29,22:00:00,22.0,CARLOS PELLEGRINI Y TUCUMAN,CALLE,1,-58.38110563,-34.60135531,PEATON,PASAJEROS
2016-0085,1,2016-06-29,2016,6,29,22:00:00,22.0,AVDA ITE FRANCISCO RABANAL & AVDA EREZCANO,AVENIDA,4,-58.42378834,-34.657341,MOTO,OTRO
2016-0086,1,2016-06-30,2016,6,30,16:10:00,16.0,AV OLIVERA Y RAMON FALCON,AVENIDA,10,-58.48727942,-34.63652467,PEATON,PASAJEROS
2016-0087,1,2016-07-02,2016,7,3,00:10:00,0.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI Y AV CASEROS,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,OBJETO FIJO
2016-0088,1,2016-07-11,2016,7,11,15:30:00,15.0,CERETTI Y NUÑEZ,CALLE,12,-58.5015175,-34.56767549,PEATON,AUTO
2016-0089,1,2016-07-14,2016,7,14,06:40:00,6.0,AV LUGONES Y LA PAMPA,AUTOPISTA,13,-58.43233425,-34.55185825,PEATON,AUTO
2016-0090,1,2016-07-14,2016,7,14,22:00:00,22.0,JERONIMO SALGUERO Y AV RIVADAVIA,AVENIDA,5,-58.41971993,-34.6111224,PEATON,PASAJEROS
2016-0092,1,2016-07-15,2016,7,15,11:00:00,11.0,AV GRAL PAZ Y AV LIBERTADOR ,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,CARGAS
2016-0093,1,2016-07-17,2016,7,17,03:30:00,3.0,AV JUAN B ALBERDI Y EMILIO MITRE,AVENIDA,6,-58.44362126,-34.62301748,AUTO,AUTO
2016-0095,1,2016-07-23,2016,7,23,06:12:00,6.0,MERCEDES Y AV GRAL MOSCONI,AVENIDA,11,-58.51713095,-34.59546519,MOTO,AUTO
2016-0096,1,2016-07-25,2016,7,25,07:00:00,7.0,"AUTOPISTA DELLEPIANE LUIS TTE. GRAL. KM. 2,3",AUTOPISTA,8,-58.47433193007387,-34.66684950051973,MOTO,CARGAS
2016-0097,1,2016-07-26,2016,7,26,18:45:00,18.0,SOLIS Y MEXICO,CALLE,1,-58.39038605,-34.6156281,PEATON,AUTO
2016-0098,1,2016-07-27,2016,7,27,16:08:00,16.0,AV SAN JUAN Y ALBERTI,AVENIDA,3,-58.40042405,-34.62356174,MOTO,CARGAS
2016-0099,1,2016-07-29,2016,7,29,16:00:00,16.0,AV GRAL MOSCONI Y AV GRAL PAZ,GRAL PAZ,11,-58.52340614,-34.59798754,CARGAS,CARGAS
2016-0100,1,2016-08-03,2016,8,3,23:27:00,23.0,AV GRAL PAZ  Y DONADO,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO,OBJETO FIJO
2016-0101,1,2016-08-07,2016,8,7,19:42:00,19.0,AV GRAL PAZ Y JORGE CHAVEZ,GRAL PAZ,9,-58.52932872,-34.65014993,,
2016-0102,1,2016-08-10,2016,8,10,23:37:00,23.0,AV EVA PERON Y JOSE LEON SUAREZ,AVENIDA,9,-58.50011639,-34.67316502,MOTO,CARGAS
2016-0104,1,2016-08-14,2016,8,14,21:15:00,21.0,ZINNY Y AV SANTIAGO DE COMPOSTELA,AVENIDA,9,-58.46635001,-34.65624369,MOTO,PASAJEROS
2016-0105,1,2016-08-17,2016,8,17,00:05:00,0.0,AV FEDERICO LACROZE Y FRAGA,AVENIDA,15,-58.45343236,-34.58435809,PEATON,PASAJEROS
2016-0106,1,2016-08-19,2016,8,19,21:02:00,21.0,CARLOS PELLEGRINI Y AV DEL LIBERTADOR,AVENIDA,1,-58.38090932,-34.58927731,PEATON,PASAJEROS
2016-0107,1,2016-08-20,2016,8,20,08:22:00,8.0,AUTOPISTA 9 DE JULIO SUR ALT AV MENDOZA,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO,AUTO
2016-0109,1,2016-08-24,2016,8,24,05:45:00,5.0,AUTOPISTA PERITO MORENO Y BARRAGAN,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO,OBJETO FIJO
2016-0110,1,2016-08-24,2016,8,24,20:21:00,20.0,AV ALBERDI Y CARHUE,AVENIDA,9,-58.51232237,-34.6590353,PEATON,
2016-0111,1,2016-08-25,2016,8,25,09:30:00,9.0,AUTOPISTA LEOPOLDO LUGONES Y LA PAMPA,AUTOPISTA,15,-58.47461905,-34.57663634,MOTO,CARGAS
2016-0112,1,2016-08-27,2016,8,27,04:40:00,4.0,AUTOPISTA 25 DE MAYO AUTOPISTA 1 SUR ARTURO FRONDIZI,AUTOPISTA,1,-58.38268809,-34.62282019,MOTO,OBJETO FIJO
2016-0113,1,2016-08-27,2016,8,27,16:45:00,16.0,AV JUAN BAUTISTA ALBERDI Y GUARDIA NACIONAL,AVENIDA,9,-58.49603546,-34.64564271,PEATON,PASAJEROS
2016-0114,1,2016-08-31,2016,8,31,11:20:00,11.0,SALGUERO 1410,CALLE,14,-58.41848605,-34.59394733,BICICLETA,CARGAS
2016-0115,1,2016-09-02,2016,9,2,11:50:00,11.0,ARIAS Y TRONADOR,CALLE,12,-58.48935041,-34.54917673,,CARGAS
2016-0116,1,2016-09-02,2016,9,2,20:20:00,20.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,MOTO,AUTO
2016-0117,1,2016-09-03,2016,9,3,15:30:00,15.0,AV DEL LIBERTADOR Y TAGLE,AVENIDA,14,-58.39936478,-34.58271474,AUTO,AUTO
2016-0118,1,2016-09-04,2016,9,4,03:30:00,3.0,AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9,AUTOPISTA,1,-58.37936704,-34.62694503,AUTO,AUTO
2016-0119,1,2016-09-04,2016,9,4,06:40:00,6.0,CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO,AVENIDA,12,-58.49659234,-34.56353635,,
2016-0122,1,2016-09-13,2016,9,13,07:10:00,7.0,AV EVA PERON 4233,AVENIDA,9,-58.47256391,-34.65194557,BICICLETA,PASAJEROS
2016-0123,1,2016-09-14,2016,9,14,09:00:00,9.0,AV ASAMBLEA Y AV CNEL ESTEBAN BONORINO,AVENIDA,7,-58.45130953,-34.64053676,MOTO,AUTO
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15.0,AVDA RIVADAVIA Y RIVERA INDARTE,AVENIDA,7,-58.46271207,-34.62884871,PEATON,PASAJEROS
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12.0,AUTOPISTA PERITO MORENO Y AV JUAN B ALBERDI,AUTOPISTA,10,-58.49020869,-34.64243791,MOTO,MOTO
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22.0,IRIGOYEN Y TINOGASTA,CALLE,10,-58.52572109,-34.62125906,AUTO,CARGAS
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10.0,AV MARIANO ACOSTA Y AV CNEL ROCA,AVENIDA,8,-58.44094791,-34.66677111,PEATON,PASAJEROS
2016-0128,1,2016-10-02,2016,10,2,11:30:00,11.0,CASTRO Y AV PAVON,AVENIDA,5,-58.41914024,-34.6305389,PEATON,PASAJEROS
2016-0130,1,2016-10-04,2016,10,4,12:30:00,12.0,AUTOPISTA 9 DE JULIO SUR Y AV BRASIL,AUTOPISTA,1,-58.37910942,-34.62764717,MOTO,CARGAS
2016-0131,1,2016-10-09,2016,10,9,19:13:00,19.0,MIRAVE 3500,CALLE,4,-58.39871183,-34.64539318,PEATON,AUTO
2016-0132,1,2016-10-10,2016,10,10,02:30:00,2.0,AV SAN JUAN Y 24 DE NOVIEMBRE,AVENIDA,3,-58.41036975,-34.62477021,AUTO,PASAJEROS
2016-0133,1,2016-10-14,2016,10,14,00:05:00,0.0,AV LAS HERAS Y SANCHEZ DE BUSTAMANTE,AVENIDA,14,-58.40204698,-34.5834269,MOTO,AUTO
2016-0134,1,2016-10-23,2016,10,23,05:00:00,5.0,AV PIEDRA BUENA Y 2 DE ABRIL 1982,AVENIDA,8,-58.48935287,-34.67648597,MOTO,OBJETO FIJO
2016-0135,1,2016-10-24,2016,10,24,05:00:00,5.0,AV FIGUEROA ALCORTA  Y PINEDO,AVENIDA,14,-58.42260225,-34.56403694,PEATON,
2016-0136,1,2016-10-25,2016,10,25,00:00:00,0.0,AU BUENOS AIRES - LA PLATA KM. 4,AUTOPISTA,4,,,MOTO,CARGAS
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0.0,AV SAN MARTIN Y LADINES,AVENIDA,11,-58.51537091,-34.59035925,MOTO,MOTO
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20.0,AV CABILDO Y BLANCO ENCALADA,AVENIDA,13,-58.4590967,-34.55922742,BICICLETA,CARGAS
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23.0,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,14,-58.42008769,-34.56539579,MOTO,MOTO
2016-0140,1,2016-10-31,2016,10,31,02:58:00,2.0,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,13,-58.45566399,-34.56147293,PASAJEROS,PASAJEROS
2016-0142,1,2016-11-05,2016,11,5,23:30:00,23.0,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,1,-58.37533517,-34.59276462,MOTO,PASAJEROS
2016-0143,1,2016-11-06,2016,11,6,04:41:00,4.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,MOTO,
2016-0144,1,2016-11-07,2016,11,7,12:10:00,12.0,AV. ALTE. BROWN 984,AVENIDA,4,-58.35975012,-34.63343907,PEATON,PASAJEROS
2016-0145,1,2016-11-07,2016,11,7,20:56:00,20.0,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,13,-58.44523595,-34.55953855,MOTO,AUTO
2016-0146,1,2016-11-09,2016,11,9,20:00:00,20.0,PICHINCHA Y AV BRASIL,AVENIDA,4,-58.39626094,-34.63036565,PEATON,PASAJEROS
2016-0147,1,2016-11-16,2016,11,16,21:15:00,21.0,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,1,-58.38896772,-34.61799615,MOVIL,PASAJEROS
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22.0,AV GARMENDIA 4895,AVENIDA,15,-58.46536113,-34.59484504,MOTO,MOTO
2016-0150,1,2016-11-18,2016,11,18,18:20:00,18.0,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,4,-58.40879146,-34.65273216,CARGAS,CARGAS
2016-0151,1,2016-11-18,2016,11,18,20:35:00,20.0,,CALLE,None,,,PEATON,
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21.0,AV PERITO MORENO Y ZUVIRIA,AVENIDA,7,-58.46451841,-34.64991946,MOTO,AUTO
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15.0,ARAOZ Y AV CORDOBA,AVENIDA,15,-58.4291709,-34.59485488,PEATON,MOTO
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14.0,AV GRAL PAZ 15200,GRAL PAZ,8,-58.49007772,-34.68251141,MOTO,MOTO
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16.0,MADERO 900,CALLE,10,-58.52756365,-34.62772274,PEATON,AUTO
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19.0,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,3,-58.40638983,-34.61943202,MOTO,PASAJEROS
2016-0157,1,2016-12-03,2016,12,3,06:40:00,6.0,AV JUAN B JUSTO 5645,AVENIDA,11,-58.47576807,-34.61740997,MOTO,MOTO
2016-0159,1,2016-12-04,2016,12,4,07:21:00,7.0,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,8,-58.44451316,-34.68475866,AUTO,
2016-0160,1,2016-12-06,2016,12,6,05:30:00,5.0,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,9,-58.51927194,-34.63635787,CARGAS,OBJETO FIJO
2016-0161,1,2016-12-06,2016,12,6,07:22:00,7.0,AV SANTA FE Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,PEATON,PASAJEROS
2016-0162,1,2016-12-07,2016,12,7,05:00:00,5.0,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,15,-58.45396573,-34.58518167,PEATON,AUTO
2016-0163,1,2016-12-10,2016,12,10,07:30:00,7.0,AV GRAL PAZ Y AV GENERAL MOSCONI,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO,AUTO
2016-0164,1,2016-12-11,2016,12,11,06:16:00,6.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,AUTO,AUTO
2016-0165,1,2016-12-12,2016,12,12,08:25:00,8.0,AV MARTIN GARCIA 300,AVENIDA,4,-58.36926144,-34.62841919,BICICLETA,PASAJEROS
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10.0,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,4,-58.42323628,-34.64119105,MOTO,AUTO
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15.0,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,12,-58.47935434,-34.55676497,MOTO,PASAJEROS
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17.0,AV GRAL PAZ 4500,GRAL PAZ,12,-58.50598256,-34.5637998,MOTO,AUTO
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19.0,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO,MOTO
2016-0172,1,2016-12-26,2016,12,26,08:00:00,8.0,AV GARAY Y CASTRO,AVENIDA,5,-58.41918902,-34.63174259,MOTO,CARGAS
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19.0,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,7,-58.46749188,-34.63551751,MOTO,CARGAS
2016-0174,1,2016-12-27,2016,12,27,00:00:00,0.0,AUTOPISTA 25 DE MAYO,AUTOPISTA,None,,,,
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8.0,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,7,-58.46064174,-34.62960517,PEATON,BICICLETA
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1.0,AV BELGRANO Y AV PASEO COLON,AVENIDA,1,-58.36956186,-34.61232875,MOTO,PASAJEROS
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4.0,ARENALES 3319,CALLE,14,-58.40966671,-34.58788235,PEATON,AUTO
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16.0,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,3,-58.40288226,-34.61544091,PEATON,MULTIPLE
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1.0,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,11,-58.4659423,-34.61028571,MOTO,CARGAS
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3.0,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,4,-58.38957669,-34.64410277,CARGAS,CARGAS
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17.0,LIMA Y MEXICO,CALLE,1,-58.3816166,-34.61529543,PEATON,MULTIPLE
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0.0,JOSE A CABRERA Y BONPLAND,CALLE,14,-58.43917004,-34.58494351,MOTO,PASAJEROS
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13.0,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO,CARGAS
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16.0,AV. DIRECTORIO Y RIGLOS,AVENIDA,6,-58.4356488,-34.62828656,MOTO,AUTO
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2.0,AV. GRAL. PAZ Y AV. R. BALBIN,GRAL PAZ,12,-58.5007381,-34.5497951,MOTO,OBJETO FIJO
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14.0,TRAFUL Y DIOGENES TABORDA,CALLE,4,-58.40969005,-34.6505529,MOTO,CARGAS
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7.0,IRIARTE 3055,AVENIDA,4,-58.38972622,-34.65098981,PEATON,CARGAS
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8.0,AV. DONADO Y ARIAS,AVENIDA,12,-58.49185972,-34.55046754,MOTO,MULTIPLE
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15.0,CORDOBA AV. Y CALLAO,AVENIDA,2,-58.39293417,-34.59963642,PEATON,AUTO
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5.0,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,1,-58.38099494,-34.62288231,MOTO,CARGAS
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8.0,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,14,-58.429012,-34.58095431,MOTO,AUTO
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7.0,AV. GRAL. PAZ Y AV. DE LOS CORRALES,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO,AUTO
2017-0021,1,2017-02-18,2017,2,18,05:30:00,5.0,SARMIENTO Y LIBERTAD,CALLE,1,-58.38362373,-34.60509972,MOTO,PASAJEROS
2017-0024,1,2017-02-23,2017,2,23,20:50:00,20.0,AV. RIVADAVIA 7121,AVENIDA,7,-58.46589308,-34.62955795,PEATON,PASAJEROS
2017-0025,1,2017-02-24,2017,2,24,17:05:00,17.0,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,7,-58.43614426,-34.6542464,MOTO,
2017-0026,2,2017-02-26,2017,2,26,05:15:00,5.0,AV. PERITO MORENO Y FOURNIER,AVENIDA,4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO
2017-0027,1,2017-02-26,2017,2,26,21:57:00,21.0,AV. CASEROS 1429,AVENIDA,1,-58.38332245,-34.6319325,PEATON,AUTO
2017-0028,1,2017-02-28,2017,2,28,09:20:00,9.0,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,6,-58.45475488,-34.61196327,PEATON,AUTO
2017-0029,1,2017-03-07,2017,3,7,02:15:00,2.0,MOZART Y TANDIL,CALLE,9,-58.48501341,-34.64742455,,AUTO
2017-0030,1,2017-03-07,2017,3,7,08:00:00,8.0,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,9,-58.47010988,-34.65872088,AUTO,PASAJEROS
2017-0031,1,2017-03-11,2017,3,11,01:30:00,1.0,24 DE NOVIEMBRE Y PAVON ,CALLE,3,-58.4099756,-34.62873635,AUTO,OBJETO FIJO
2017-0032,1,2017-03-12,2017,3,12,05:00:00,5.0,AV. GRAL. PAZ Y PEDRO DE MENDOZA,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO,AUTO
2017-0033,1,2017-03-12,2017,3,12,07:30:00,7.0,AV. GRAL. PAZ KM. 10,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO,AUTO
2017-0034,1,2017-03-13,2017,3,13,07:50:00,7.0,GODOY CRUZ 2651,CALLE,14,-58.42554218,-34.57929036,PEATON,AUTO
